Name        TYCHO_1       HIP      dec                     dec_error             parallax                parallax_error        ra                   ra_error              source_id             G_mean               Err_G                   RRt_1   <Vmag>   e_<Vmag>   AV      Met_ZW   <Kmag>   e_<Kmag>   <W1mag>   e_<W1mag>   LogP                   Err_[Fe/H]   Met_Harris             
  RV_Cet      5281-1037-1   10491    -10.800286540482498     0.21965158029802384   0.9474241977430821      0.32435148080891657   33.81221591742876    0.2577627049369927    5151789460253603968   10.681969537896466   0.02059373511326588     AB      10.886   0.0090     0.073   -1.32    9.468    0.038      9.558     0.0040      -0.20516354949246415   0.2          -1.2600000524520873    
  RX_Cet      5847-1684-1   2655     -15.487691892816452     0.18780562484930405   0.996868268808671       0.3246248742053237    8.40938752920602     0.2728755102128236    2373827050109860992   11.357493580154506   0.016834791064326123    AB      11.428   0.0090     0.075   -1.46    10.277   0.037      10.163    0.016       -0.2414665947341595    0.2          -1.4000000381469726    
  RZ_Cet      5282-84-1     11517    -8.3583654895927        0.19786104300957577   0.4615517970925238      0.28985011798004096   37.13524989497499    0.24006297023526846   5176548537965653120   11.874754423365243   0.017919931042356476    AB      11.836   0.0090     0.09    -1.5     10.828   0.038      10.605    0.0070      -0.29183415284960296   0.2          -1.44                  
  RY_Col      7591-1523-1   24471    -41.62815316100513      0.4667870767081454    1.5351018346600758      0.4024338554988498    78.78261811081856    0.16334310085692635   4818854968540980608   10.776159367130386   0.0340594459376046      AB      10.906   0.0090     0.079   -1.11    9.737    0.036      9.774     0.0060      -0.3197551760598329    0.2          -1.0500000143051147    
  S_Com       1991-1486-1   61225    27.029211826725216      0.1754064172003539    0.42512819669412        0.3154463543440531    188.190020152751     0.16418260946183122   3960906320265637888   11.727362598956645   0.02202023768190777     AB      11.609   0.0080     0.059   -2.0     10.665   0.035      10.529    0.0090      -0.23158389533524695   0.2          -1.94                  
  ST_Com      1457-102-1    64875    20.780624209649073      0.1685218812836574    0.36981051760969547     0.30423411562624764   199.463830856626     0.2527286666513954    3940418398550912512   11.38956956184219    0.015042084590232804    AB      11.438   0.0090     0.072   -1.26    10.191   0.036      10.139    0.0090      -0.22257319420536642   0.2          -1.1999999904632568    
  V0413_CrA   7915-350-1    92244    -37.73970052069169      0.26919018125053096   0.8571333030728315      0.2714100274691188    281.98989345981613   0.17298960552450837   6730211038418525056   10.435961717571082   0.01730252909566149     AB      10.581   0.0090     0.295   -1.21    9.156    0.036      9.092     0.01        -0.22958987333477182   0.2          -1.1500000381469726    
  TV_CrB      2028-1124-1   75225    26.877125007888104      0.14507599254010436   0.5258929504872971      0.24906462374762878   230.58931206596858   0.14059647707188194   1270551003758183680   11.953418860027405   0.012160581388630763    AB      11.875   0.012      0.101   -2.33    10.792   0.037      10.679    0.0060      -0.23306691480465397   0.2          -2.2699999237060546    
  W_Crt       6088-1749-1   55825    -17.914408074272096     0.15901818970988998   0.9088308106526516      0.2775870631775919    171.62345043504519   0.24133979345949305   3546458297076978944   11.567342168267176   0.01708761785586448     AB      11.536   0.0070     0.123   -0.5     10.533   0.038      10.458    0.012       -0.3856301531545733    0.2          -0.44                  
  X_Crt       5520-554-1    57625    -10.441413595310115     0.18723133499700623   0.6330899520334696      0.4708017100021756    177.23425633012542   0.4025302043768886    3587566356779832448   11.377779514067667   0.012559003016091254    AB      11.465   0.0060     0.083   -1.75    10.148   0.038      10.106    0.0080      -0.13501453527079615   0.2          -1.69                  
  XZ_Cyg      3929-1961-1   96112    56.388091875110426      0.22103102433081007   1.5630078479864316      0.22618780378195363   293.122744699009     0.2348002063142924    2142052885197472000   9.850591255976877    0.02218169711980083     AB      9.697    0.0090     0.166   -1.52    8.747    0.036      8.609     0.0060      -0.3309622106073932    0.2          -1.4599999809265136    
  DX_Del      1097-846-1    102593   12.464107956455209      0.20295119565765843   1.6614868751239371      0.22392588154398868   311.86820501695775   0.18845473622388723   1760981190300823808   9.90382874730466     0.008064498437194291    AB      9.945    0.0060     0.248   -0.56    8.542    0.036      8.632     0.0080      -0.32541439787232423   0.2          -0.5000000023841857    
  VW_Dor      8905-975-1    29055    -66.97742847424243      0.29161467356443543   0.728833560122028       0.22334624911516793   91.94041006261025    0.1295563720247925    5283957629860435072   11.783703564091807   0.00976982135298091     AB      11.77    0.036      0.199   -1.24    10.581   0.037      10.511    0.0010      -0.2436682530755979    0.2          -1.180000009536743     
  RW_Dra      3884-2060-1   81238    57.83972895573836       0.22229279872696234   0.5846620629968052      0.23416658296546397   248.8816336991704    0.22574555491173107   1431291700999242112   11.694395469726848   0.019795242209822834    AB      11.659   0.018      0.035   -1.4     10.585   0.038      10.652    0.0020      -0.35369431775143784   0.2          -1.339999976158142     
  SU_Dra      4159-532-1    56734    67.32941428832058       0.17466677326095204   1.430360079322928       0.28377570937019353   174.48536311874156   0.23587581761459242   1058066258521694464   9.718486328234253    0.023781310788850492    AB      9.815    0.012      0.031   -1.74    8.617    0.035      8.581     0.0040      -0.1802586919382293    0.2          -1.680000009536743     
  SW_Dra      4394-761-1    59946    69.51059011378884       0.1899750303922792    1.0093007236306455      0.23141922191307362   184.44396537153625   0.20216235502274488   1683444626742055168   10.436425860356591   0.017935555772012134    AB      10.499   0.018      0.044   -1.24    9.316    0.036      9.278     0.0070      -0.24435377850770232   0.2          -1.180000009536743     
  XZ_Dra      4225-305-1    94134    64.8589417624784        0.25604265620621824   1.4279777130947973      0.20857829277320236   287.4276280308317    0.1807853383178422    2254366864099297024   10.248797123077988   0.015342861914311839    AB      10.244   0.012      0.136   -0.87    9.155    0.034      9.071     0.0040      -0.3218459698976554    0.2          -0.8100000047683715    
  BC_Dra      4570-56-1     89372    76.6857888680541        0.23401148448406572   0.5426306505356018      0.23328722108318675   273.57913979805153   0.21816924745703306   2269585754295172608   11.423737849457256   0.009251501037016678    AB      11.588   0.036      0.208   -2.0     10.088   0.037      10.069    0.0030      -0.14290883214608233   0.2          -1.94                  
  BK_Dra      4229-1189-1   94869    66.41344332823756       0.43598766348496254   0.70378739199488        0.43366072104372044   289.5859708170231    0.28874548037058856   2254942458436117120   11.27371589857043    0.01153256669390639     AB      11.169   0.018      0.097   -2.12    10.069   0.034      9.99      0.0040      -0.2276049211506339    0.2          -2.059999885559082     
  BT_Dra      4180-1364-1   72691    60.06903716088045       0.24172473374175535   0.3239388619068257      0.2340735561575153    222.93601800517197   0.2086309052058126    1617474891148520960   11.612965384145857   0.013193655957329435    AB      11.628   0.036      0.031   -1.55    10.399   0.039      10.398    0.0040      -0.23017975708367772   0.2          -1.4899999523162841    
  RX_Eri      5899-580-1    22442    -15.74121975060392      0.17483160310598087   1.8276698288954023      0.28372160452901923   72.43448037464205    0.16449224539727633   2981136559635823744   9.655694680351825    0.014556623424601347    AB      9.69     0.0050     0.174   -1.33    8.424    0.038      8.305     0.0040      -0.23113999725294984   0.2          -1.2700000429153442    
  SV_Eri      5297-700-1    14856    -11.354117946029074     0.18423021010172178   1.3360967679807296      0.26270156496308666   47.96717332013582    0.2191602539968525    5165689383172441216   9.832446292914085    0.019666998975869817    AB      9.948    0.0060     0.261   -2.04    8.637    0.037      8.533     0.0050      -0.1463625999984619    0.2          -1.9799999618530273    
  BB_Eri      5907-1032-1   22750    -19.43362618673471      0.21127252910922306   0.6745339951074459      0.302268771528534     73.40646587732135    0.17607100716366839   2976126944141674240   11.419629270249876   0.022625537069006003    AB      11.498   0.0090     0.148   -1.51    10.047   0.036      10.168    0.0080      -0.24404895180355554   0.2          -1.4499999904632568    
  SS_For      6432-1585-1   9932     -26.86633535563622      0.27030116999787074   1.6943262402380457      0.45183784895456675   31.966706321933124   0.25800979936271273   5117708894760403328   10.2990215802419     0.028569128806575597    AB      10.158   0.0070     0.044   -1.35    9.235    0.037      9.113     0.012       -0.304956342641485     0.2          -1.2900000238418579    
  SX_For      7027-701-1    16321    -36.053779575987456     0.20874323267849493   0.7718804693766497      0.26753079220158604   52.59330716808708    0.1452691205087838    4860671835287027584   11.077047639181806   0.011363907497452082    AB      11.099   0.0090     0.035   -1.62    9.778    0.037      9.817     0.0040      -0.21795756483938036   0.2          -1.5600000047683715    
  RR_Gem      2452-1683-1   35667    30.88318861139592       0.19818905909061107   0.7416523571731399      0.25920472474016165   110.38971254230876   0.21281819307162328   886793511196722432    11.068241697765835   0.04029311745455795     AB      11.369   0.012      0.238   -0.35    10.279   0.036      10.211    0.0070      -0.4008814295237648    0.2          -0.2899999940395355    
  SZ_Gem      1371-838-1    38561    19.27319702649527       0.14126308248640368   0.7126375505665486      0.2893347382979133    118.43102298368105   0.2606122575480439    670266858138317440    11.823888039367159   0.019773188897946072    AB      11.738   0.012      0.157   -1.81    10.715   0.036      10.627    0.012       -0.2999889200762558    0.2          -1.749999942779541     
  TW_Her      2608-2414-1   87681    30.410456416653517      0.26339727472148267   0.648750603050315       0.3079508822798279    268.63001985963916   0.24358182504886905   4596935588904631040   11.316870056698129   0.02406461420926028     AB      11.274   0.018      0.172   -0.67    10.238   0.034      10.218    0.0060      -0.39837452132705914   0.2          -0.6100000166893005    
  VX_Her      1510-178-1    80853    18.366908926220816      0.14515352621203992   0.9040732508971463      0.24213984343308423   247.66978659620906   0.15449397410849716   4467433013440949376   10.840123690731168   0.020732655131913753    AB      10.687   0.0070     0.135   -1.52    9.576    0.036      9.57      0.014       -0.3416069831794293    0.2          -1.4599999809265136    
  VZ_Her      2603-1830-1   84233    35.97854172190978       0.30039744987680606   0.8130651910003296      0.3470784057251959    258.26658641351725   0.24296180223626185   1338388088052805888   11.57655957623927    0.02153735777250105     AB      11.479   0.018      0.084   -1.03    10.499   0.035      10.461    0.0050      -0.3561526853742021    0.2          -0.9699999713897705    
  AR_Her      3491-487-1    78417    46.92389160997422       0.2181980454505475    0.44695046492810026     0.24350009012708695   240.1339291462431    0.19974101333965774   1398766016745955584   11.302560976914883   0.026622873997757035    AB      11.241   0.0090     0.038   -1.4     10.406   0.039      10.241    0.0050      -0.327902143165813     0.2          -1.339999976158142     
  SV_Hya      6686-81-1     61031    -26.04746772476291      0.32826555277081376   1.3201931335683548      0.24443311926244865   187.62692734702793   0.16103129327619375   3499611302073156736   10.54142347147507    0.021693823815123633    AB      10.512   0.0070     0.245   -1.7     9.372    0.036      9.347     0.0070      -0.3200273099197213    0.2          -1.6400000476837158    
  SZ_Hya      5458-44-1     45292    -9.319282741824576      0.4368325774555976    1.6598419453740858      0.42293548678703635   138.4533630596368    0.23628174605771346   5743059534671356416   11.27598695817937    0.019062506735199547    AB      11.277   0.018      0.114   -1.75    10.255   0.038      10.147    0.012       -0.2697023320455118    0.2          -1.69                  
  WZ_Hya      5496-429-1    50073    -13.138247351837927     0.1698674874677463    0.5932669895438567      0.3362967513663857    153.35051027890242   0.2888165987507317    3765574712337027456   10.834214452688434   0.02189188213463316     AB      10.88    0.0090     0.229   -1.39    9.613    0.036      9.593     0.0090      -0.26945996560261637   0.2          -1.3299999856948852    
  V_Ind       8422-875-1    104613   -45.074905122413846     0.1906360008141833    1.1039658641817085      0.27261744414022676   317.87416071630406   0.19148470829341083   6483680327939151488   10.043441186946742   0.02297573876238956     AB      9.957    0.0090     0.132   -1.5     8.992    0.038      8.819     0.0090      -0.31903028235433784   0.2          -1.44                  
  SS_Leo      4930-316-1    56409    -0.033448546920154795   0.47260609229979905   1.1343844540008146      0.7189349345750069    173.47695078508      0.632495931740417     3797319365376869632   11.10334124761911    0.018688382708393146    AB      11.074   0.0060     0.054   -1.83    9.947    0.037      9.851     0.0090      -0.20314825518179108   0.2          -1.7700000429153442    
  ST_Leo      860-138-1     56785    10.561441041336291      0.20694794535733943   0.7216776437989936      0.31920034600979724   174.63612593392875   0.26606496029984483   3915998554534971136   11.565505095860853   0.019398663683310138    AB      11.516   0.0070     0.115   -1.29    10.29    0.038      10.389    0.018       -0.32057211681825815   0.2          -1.2299999618530273    
  U_Lep       5912-332-1    22952    -21.217477963495188     0.18419308619431976   1.1594257998336932      0.23511093105256606   74.07512089479869    0.11235853965657336   2973463342863091456   10.670310669751224   0.01994844902863619     AB      10.602   0.0060     0.083   -1.93    9.569    0.038      9.419     0.0050      -0.2353755943867888    0.2          -1.8699999475479125    
  VY_Lib      6186-22-1     77663    -15.751149184786568     0.0924068996396545    1.0902416678582112      0.34365888945347717   237.82077303682442   0.31524401725919965   6262626676272369280   11.616490018092122   0.010247517053828896    AB      11.724   0.0090     0.588   -1.32    10.03    0.036      10.041    0.017       -0.2724587596470489    0.2          -1.2600000524520873    
  TT_Lyn      2989-1709-1   44428    44.5854119119927        0.2676501333789364    1.5294294236470443      0.40093806724786424   135.78195297351004   0.25517856716367526   1009665138191506432   9.781394306214624    0.010755860388134957    AB      9.848    0.036      0.052   -1.59    8.61     0.035      8.551     0.0050      -0.22286330901413368   0.2          -1.530000033378601     
  TW_Lyn      2967-176-1    37805    43.11155876330893       0.17829274284815036   0.49559192949566533     0.2855464936817691    116.27626369752072   0.19843312610514818   924355886418231680    11.840289478919107   0.018704603985923468    AB      11.979   0.018      0.157   -1.23    10.776   0.036      10.707    0.0070      -0.3170430678114661    0.2          -1.1700000190734863    
  RR_Lyr      3142-494-1    95497    42.78354309939692       0.21478636916552005   3.6386334760670316      0.2334715889254183    291.36568177497475   0.2098502116644588    2125982595039626368   7.640656128793154    0.031192109649624326    AB      7.755    0.0090     0.16    -1.37    6.519    0.034      6.453     0.014       -0.2464935316117154    0.2          -1.3100000047683715    
  CN_Lyr      2119-755-1    91634    28.722527461337997      0.2145672617589522    1.0195248201209453      0.23538156159071835   280.31643269263395   0.18171076106293513   4539434120069033856   11.271174792476318   0.008591114286715993    AB      11.468   0.036      0.686   -0.26    9.935    0.036      9.84      0.0070      -0.3856301531545733    0.2          -0.19999999046325684   
  EZ_Lyr      2650-506-1    92221    35.992808292434404      0.1873076501605849    0.6867792243293898      0.2149339485706651    281.918087171637     0.1586257976936264    2093443098171439104   11.100553054761807   0.0024331855762926373   AB      11.558   0.036      0.071   -1.56    10.43    0.035      10.446    0.021       -0.2795925777509117    0.2          -1.499999942779541     
  Z_Mic       7472-67-1     105026   -30.284214003996617     0.16601869794127935   1.0495337340866482      0.26178639419876915   319.0946706842858    0.1856378788479221    6787617914888746368   11.427449872615913   0.014719386636617997    AB      11.612   0.0090     0.286   -1.28    10.113   0.037      10.046    0.037       -0.23136188957984485   0.2          -1.2199999713897705    
  RV_Oct      9512-1029-1   67227    -84.40171012139544      0.19169997074426584   1.134669501050365       0.23169444530541383   206.63079048691426   0.1687228570613255    5769986333917619968   10.63280992250504    0.024100259668435542    AB      10.978   0.012      0.395   -1.34    9.516    0.037      9.445     0.0050      -0.2432117912255414    0.2          -1.280000033378601     
  RY_Oct      9478-890-1    106649   -77.30388009822613      0.2543428830516184    0.4400388154435123      0.2653835524499831    324.038783211934     0.19635577244189187   6356371759209904512   11.884037229224804   0.03886923165005297     AB      12.047   0.018      0.345   -1.83    10.864   0.037      10.706    0.0080      -0.24910608954044644   0.2          -1.7700000429153442    
  UV_Oct      9522-447-1    80990    -83.90341794114586      0.19152002989045583   2.0161458395017062      0.2253502271384853    248.10410615065274   0.2100675411167869    5768557209320424320   9.510959516914511    0.0112168765364097      AB      9.498    0.0080     0.295   -1.61    8.296    0.037      8.149     0.0050      -0.2655202297336654    0.2          -1.5500000143051147    
  V0445_Oph   5047-712-1    80402    -6.541618204531041      0.13584811075309752   1.9011152253640295      0.46141772329244435   246.17171949319277   0.35642057937645016   4352084485521550720   10.85044608250149    0.01864158813753083     AB      11.015   0.0060     0.865   -0.23    9.264    0.036      9.174     0.0070      -0.4009907728980589    0.2          -0.17000000417232514   
  WY_Pav      8750-727-1    87804    -57.16219563258899      0.303430380820414     0.4180821266960862      0.2588486683282616    269.0513189165445    0.2427488127747211    5918501423941085824   11.745572152196388   0.01292749162876866     AB      12.141   0.012      0.398   -0.98    10.552   0.039      10.524    0.0050      -0.23017975708367772   0.2          -0.9200000190734863    
  AV_Peg      2202-1379-1   107935   22.574791398358418      0.2017754383044956    1.5254420139238178      0.2289165987077474    328.0117080755498    0.19904254773181165   1793460110951463424   10.418305598927004   0.029161837815121255    AB      10.485   0.0070     0.303   -0.44    9.377    0.035      9.296     0.0070      -0.40849019938645853   0.2          -0.3799999976158142    
  BH_Peg      1698-111-1    112994   15.787682328746858      0.12996505829983593   1.3977836358390416      0.22110404428151773   343.25421507264076   0.198111713513849     2828497064068310784   10.363889988928939   0.013651216695734233    AB      10.446   0.0070     0.236   -1.38    9.084    0.035      8.968     0.0080      -0.19253262231549767   0.2          -1.3199999952316284    
  CG_Peg      2193-904-1    107078   24.77344983683942       0.2274878651766997    1.4370270039820487      0.6705289094101968    325.31992745415073   0.6046759334678778    1797739513285655808   11.058872543292784   0.025665732457364636    AB      11.168   0.0090     0.261   -0.48    9.986    0.033      9.843     0.0040      -0.33049715565651544   0.2          -0.41999998927116394   
  AR_Per      3332-1444-1   19993    47.4001370189184        0.143742627506697     1.9884989803410016      0.2359668413688079    64.32162680294716    0.2467746159498712    234108359386230784    10.28550548281965    0.01727290535105189     AB      10.47    0.012      0.97    -0.43    8.659    0.037      8.564     0.0070      -0.37099838859557754   0.2          -0.3700000071525574    
  RV_Phe      8455-21-1     115870   -47.453678956287106     0.123020225821952     0.63869644240773        0.2445110520542046    352.1313291025593    0.11025305717149604   6526559494716694272   11.831913204834432   0.011566520895697013    AB      11.882   0.0080     0.023   -1.6     10.766   0.038      10.616    0.0050      -0.2243895669220102    0.2          -1.5400000238418579    
  U_Pic       8083-387-1    22466    -50.65699963850723      0.441631379206634     0.7716822903251345      0.36049983357304893   72.52757815353709    0.29686987110474305   4784552714015117312   11.478785559986333   0.013517539615468045    AB      11.352   0.0080     0.027   -0.73    10.386   0.036      10.314    0.0030      -0.3561526853742021    0.2          -0.6700000190734863    
  XX_Pup      5996-727-1    39849    -16.533248489436147     0.12873222696488038   0.7727349974462595      0.26332483021161573   122.11754382107044   0.2226623704476588    5721192378699544960   11.398748089727013   0.014299502608881354    AB      11.237   0.0090     0.192   -1.42    10.084   0.038      10.007    0.019       -0.2863414895574277    0.2          -1.3599999570846557    
  HH_Pup      8120-896-1    35584    -46.708356026080146     0.20363927810005683   1.1929285383749701      0.21385822251261685   110.14817499536699   0.16610495453547242   5510293232308723712   11.342560891375118   0.024770107425653626    AB      11.282   0.0090     0.577   -0.69    9.953    0.037      9.87      0.0040      -0.408045445801116     0.2          -0.6299999976158142    
  HK_Pup      5418-876-1    37779    -13.098977899028935     0.1588510010392639    0.5283310605322036      0.26156822298678073   116.19509474609454   0.2070330803553549    3030561875047012352   11.265073023868483   0.014580956925322847    AB      11.334   0.012      0.067   -1.26    9.928    0.038      9.844     0.0050      -0.13412646152663457   0.2          -1.1999999904632568    
